courseId,genEdId
CWL 264,1WCC
CWL 264,1LA
CWL 311,1LA
CWL 311,1NW
CWL 320,1WCC
CWL 320,1LA
DANC 125,1US
DANC 200,1LA
DANC 345,1LS
EALC 305,1LA
EALC 305,1NW
ENGL 122,1LA
ENGL 213,1WCC
ENGL 213,1LA
ENGL 219,1LA
ENGL 222,1US
ENGL 222,1LA
ENGL 225,1US
ENGL 225,1LA
ENGL 253,1LA
ENGL 330,1US
ENGL 330,1LA
ENGL 359,1WCC
ENGL 359,1LA
ENGL 477,1CLL
ENVS 220,1CLL
EPOL 316,1US
EPOL 316,1HP
EPOL 402,1US
EPOL 402,1CLL
EPS 380,1US
EPS 380,1HP
EPS 402,1US
EPS 402,1CLL
ESE 106,1SS
ESE 106,1NW
ESE 143,1LS
ESE 477,1CLL
FR 156,1WCC
FR 156,1LA
GEOG 104,1SS
GEOG 106,1SS
GEOG 106,1NW
GEOG 221,1SS
GEOL 143,1LS
GEOL 201,1HP
GEOL 201,1CLL
GEOL 350,1QR2
GER 331,1LA
GLBL 221,1SS
GLBL 481,1CLL
GWS 201,1WCC
GWS 230,1US
GWS 240,1WCC
GWS 240,1LA
GWS 262,1SS
GWS 263,1US
GWS 263,1HP
GWS 275,1US
GWS 285,1US
GWS 285,1HP
GWS 305,1CLL
HDFS 143,1LS
HIST 103,1HP
HIST 103,1WCC
HIST 104,1US
HIST 104,1HP
HIST 111,1HP
HIST 111,1NW
HIST 142,1HP
HIST 142,1WCC
HIST 143,1HP
HIST 143,1CLL
HIST 143,1WCC
HIST 168,1HP
HIST 168,1CLL
HIST 170,1US
HIST 170,1HP
HIST 170,1CLL
HIST 203,1HP
HIST 205,1HP
HIST 205,1NW
HIST 236,1HP
HIST 236,1WCC
HIST 255,1HP
HIST 255,1WCC
HIST 260,1HP
HIST 260,1WCC
HIST 262,1HP
HIST 262,1WCC
HIST 263,1US
HIST 263,1HP
HIST 272,1HP
HIST 272,1WCC
HIST 273,1HP
HIST 277,1US
HIST 277,1HP
HIST 283,1US
HIST 283,1HP
HIST 285,1US
HIST 285,1HP
HIST 478,1CLL
IB 110,1US
IB 110,1LS
IB 203,1CLL
IB 220,1LS
IHLT 230,1SS
IHLT 240,1BSC
IS 203,1QR2
ITAL 156,1WCC
ITAL 156,1LA
JS 108,1HP
JS 108,1WCC
JS 120,1HP
JS 120,1CLL
JS 201,1HP
JS 201,1WCC
JS 209,1US
JS 209,1LA
JS 212,1WCC
JS 212,1LA
JS 262,1HP
JS 262,1WCC
JS 320,1WCC
JS 320,1LA
LA 222,1HP
LA 222,1NW
LAST 232,1US
LAW 301,1HP
LEAD 230,1SS
LEAD 230,1CLL
LEAD 340,1US
LING 104,1SS
LING 210,1HP
LLS 200,1US
LLS 200,1HP
LLS 230,1US
LLS 242,1US
LLS 242,1LA
LLS 259,1US
LLS 259,1SS
LLS 305,1CLL
LLS 360,1US
LLS 360,1LA
LLS 385,1CLL
MACS 261,1LA
MATH 119,1QR1
MATH 221,1QR1
MCB 170,1LS
MDVL 122,1LA
MDVL 251,1HP
MDVL 251,1WCC
MDVL 255,1HP
MDVL 255,1WCC
MSE 101,1PS
MSE 307,1CLL
MUS 313,1LA
NPRE 481,1CLL
NRES 103,1LS
NRES 220,1CLL
NRES 224,1US
NRES 224,1SS
NRES 270,1LS
NRES 419,1CLL
PHIL 105,1HP
PHIL 108,1HP
PHIL 108,1WCC
PHIL 210,1HP
PHIL 214,1HP
PHIL 230,1HP
PHIL 250,1HP
PS 152,1SS
PS 152,1NW
PS 214,1US
PS 214,1SS
PS 240,1SS
PS 282,1SS
PS 282,1CLL
PSYC 236,1HP
PSYC 236,1WCC
PSYC 498,1CLL
REES 116,1WCC
REES 116,1LA
REES 200,1SS
REL 104,1HP
REL 104,1NW
REL 108,1HP
REL 108,1WCC
REL 120,1HP
REL 120,1CLL
REL 134,1US
REL 160,1HP
REL 160,1WCC
REL 212,1HP
REL 212,1WCC
REL 214,1HP
REL 214,1NW
REL 230,1HP
REL 251,1HP
REL 251,1WCC
REL 260,1LA
REL 260,1NW
REL 320,1WCC
REL 320,1LA
RHET 101,1FC1
RUSS 115,1WCC
RUSS 115,1LA
SAME 152,1SS
SAME 152,1NW
SAME 212,1WCC
SAME 212,1LA
SAME 214,1HP
SAME 214,1NW
SAME 260,1LA
SAME 260,1NW
SCAN 251,1HP
SCAN 251,1WCC
SLAV 117,1LA
SOC 161,1SS
SOC 161,1WCC
SOC 162,1SS
SOC 162,1WCC
SOC 201,1WCC
SPAN 242,1US
SPAN 242,1LA
SPAN 248,1US
SPAN 248,1LA
THEA 208,1LA
THEA 210,1CLL
THEA 210,1WCC
THEA 210,1LA
THEA 260,1US
THEA 263,1US
TRST 201,1LA
UP 136,1SS
UP 205,1LS
UP 260,1SS
UP 312,1CLL
YDSH 320,1WCC
YDSH 320,1LA
AFST 222,1NW
ANTH 222,1NW
CWL 250,1CLL
CWL 250,1WCC
CWL 250,1LA
ENGL 267,1CLL
ENGL 267,1WCC
ENGL 267,1LA
GER 250,1CLL
GER 250,1WCC
GER 250,1LA
GLBL 228,1HP
HIST 164,1HP
HIST 164,1WCC
HIST 257,1HP
PS 242,1NW
REL 106,1HP
REL 106,1CLL
SOC 222,1NW
AAS 265,1US
AFRO 340,1US
AFRO 340,1HP
AGED 260,1SS
ANTH 175,1HP
ANTH 224,1SS
ANTH 271,1CLL
ANTH 277,1SS
ANTH 277,1WCC
ARTH 241,1LA
ARTH 260,1WCC
ARTH 260,1LA
ASTR 210,1PS
ASTR 401,1CLL
ATMS 315,1CLL
CHBE 430,1CLL
CLCV 132,1HP
CLCV 132,1WCC
CLCV 230,1PS
CLCV 230,1WCC
CWL 190,1LA
CWL 190,1NW
CWL 215,1LA
CWL 249,1LA
DANC 340,1US
DANC 340,1HP
EALC 220,1HP
EALC 220,1NW
EALC 227,1HP
EALC 227,1NW
EALC 361,1SS
EALC 361,1NW
ENGL 101,1LA
ENGL 251,1WCC
ENGL 251,1LA
ESE 465,1CLL
GCL 144,1US
GCL 144,1BSC
GEOG 465,1CLL
GLBL 280,1CLL
GWS 361,1SS
GWS 361,1NW
HIST 105,1HP
HIST 105,1NW
HIST 207,1HP
HIST 220,1HP
HIST 220,1NW
HIST 227,1HP
HIST 227,1NW
HIST 258,1HP
HIST 258,1WCC
HIST 265,1HP
HIST 265,1WCC
HIST 289,1HP
LING 111,1NW
LLS 260,1WCC
LLS 260,1LA
LLS 265,1US
PHIL 270,1HP
PHYS 280,1CLL
PLPA 204,1LS
PS 270,1HP
REL 235,1HP
RUSS 225,1LA
SCAN 215,1LA
SOC 170,1US
SOC 170,1SS
AAS 287,1US
AAS 287,1SS
AAS 370,1CLL
AFRO 243,1SS
AFST 243,1SS
AGED 230,1SS
AGED 230,1CLL
AGED 340,1US
AGED 360,1SS
CLCV 131,1HP
CLCV 131,1WCC
CMN 275,1HP
CMN 275,1WCC
CWL 111,1LA
CWL 221,1WCC
CWL 221,1LA
CWL 240,1LA
CWL 252,1WCC
CWL 252,1LA
CWL 272,1LA
EALC 122,1HP
EALC 122,1NW
EALC 240,1NW
ENGL 114,1LA
ENGL 207,1WCC
ENGL 207,1LA
ENGL 223,1WCC
ENGL 223,1LA
ENGL 241,1WCC
ESE 100,1PS
GCL 124,1PS
GCL 126,1SS
GCL 128,1LA
GCL 143,1QR2
GCL 143,1US
GCL 143,1SS
GCL 147,1US
GCL 147,1SS
GCL 148,1HP
GCL 185,1US
GCL 185,1SS
GCL 186,1SS
GCL 188,1LA
GCL 195,1WCC
GCL 195,1LA
GER 205,1HP
GER 205,1WCC
GER 270,1LA
GWS 270,1LA
GWS 286,1US
GWS 286,1HP
GWS 392,1CLL
HIST 286,1US
HIST 286,1HP
HIST 290,1WCC
ITAL 240,1LA
JS 220,1WCC
JS 220,1LA
LING 240,1HP
LLS 220,1US
LLS 220,1SS
LLS 246,1US
LLS 246,1LA
LLS 372,1CLL
LLS 392,1CLL
MATH 405,1QR2
MDVL 240,1LA
MDVL 252,1WCC
MDVL 252,1LA
PHIL 231,1HP
PS 170,1HP
PS 225,1SS
PS 243,1SS
REL 101,1LA
REL 122,1HP
REL 122,1NW
REL 201,1HP
REL 220,1WCC
REL 220,1LA
REL 231,1HP
REL 236,1WCC
RSOC 270,1SS
RST 225,1SS
RST 335,1SS
RST 335,1WCC
SCAN 252,1WCC
SCAN 252,1LA
SOC 221,1US
SOC 221,1SS
SOC 270,1SS
SOC 366,1SS
SOC 366,1WCC
SOC 392,1CLL
THEA 102,1LA
UKR 113,1WCC
UKR 113,1LA
UP 330,1US
YDSH 220,1WCC
YDSH 220,1LA
AFRO 231,1US
ANTH 209,1SS
ARCH 164,1LA
ART 208,1LA
ART 221,1LA
SHS 231,1US
AAS 286,1US
AAS 286,1LA
ANTH 414,1CLL
ARTH 113,1NW
ARTH 114,1NW
CS 102,1QR1
EALC 114,1NW
EALC 307,1LA
EALC 307,1NW
EALC 367,1HP
EALC 367,1NW
ENGL 220,1LA
ENGL 274,1LA
ENGL 286,1US
ENGL 286,1LA
ENGL 300,1CLL
GCL 125,1LS
GCL 145,1US
GCL 145,1LA
HIST 110,1HP
HIST 110,1NW
HIST 171,1WCC
HIST 172,1WCC
HIST 274,1HP
HIST 274,1WCC
HIST 293,1HP
HIST 293,1WCC
HIST 325,1HP
HIST 325,1NW
INFO 102,1QR1
LAW 302,1US
LAW 302,1HP
MACS 166,1SS
PHIL 453,1QR2
PHYS 123,1PS
POL 115,1WCC
POL 115,1LA
PSYC 207,1BSC
REES 115,1WCC
REES 115,1LA
REL 121,1HP
RUSS 260,1LA
SLCL 200,1HP
SLCL 200,1WCC
SOC 109,1HP
SOC 109,1WCC
SOC 488,1QR2
UP 185,1WCC
AAS 211,1US
AAS 211,1LA
AFRO 272,1US
AFRO 272,1LA
AIS 165,1NW
ANTH 165,1NW
ANTH 290,1NW
ART 105,1LA
ENGL 210,1WCC
ENGL 210,1LA
ENGL 272,1US
ENGL 272,1LA
GCL 146,1SS
HIST 106,1HP
HIST 106,1NW
HIST 170,1WCC
HIST 212,1HP
HIST 212,1NW
HIST 253,1HP
HIST 253,1WCC
HIST 256,1HP
HIST 256,1WCC
HIST 271,1HP
HIST 271,1WCC
HIST 495,1CLL
JOUR 452,1US
JS 290,1NW
PSYC 103,1BSC
SHS 270,1SS
SHS 270,1CLL
SOC 108,1HP
SOC 108,1WCC
HIST 282,1WCC
SOC 269,1SS
ANTH 101,1NW
ANTH 103,1WCC
ARTH 111,1LA
CWL 276,1LA
CWL 276,1NW
CWL 308,1LA
CWL 308,1NW
EALC 130,1SS
EALC 130,1NW
EALC 276,1LA
EALC 276,1NW
EALC 308,1LA
EALC 308,1NW
ENGL 276,1LA
ENGL 276,1NW
ESE 106,1WCC
GCL 187,1QR2
GCL 187,1HP
GEOG 106,1WCC
GEOL 103,1PS
GEOL 103,1QR2
GLBL 357,1CLL
HIST 100,1WCC
HIST 104,1NW
HIST 173,1WCC
HIST 270,1HP
HIST 270,1WCC
LING 105,1SS
LING 111,1WCC
MACS 321,1WCC
MDVL 111,1LA
MUS 344,1CLL
PHIL 110,1WCC
PS 357,1CLL
PSYC 105,1BSC
REL 110,1WCC
REL 270,1HP
REL 270,1WCC
REL 270,1NW
SHS 170,1BSC
SLAV 120,1WCC
SLAV 120,1LA
SOC 249,1SS
SOC 287,1SS
SOC 287,1WCC
AFRO 400,1US
AFRO 460,1CLL
ARTH 115,1WCC
ARTH 115,1LA
ARTH 115,1NW
ATMS 100,1QR2
BCS 115,1WCC
CLCV 223,1WCC
CWL 114,1WCC
CWL 283,1LA
CWL 307,1LA
CWL 307,1NW
CWL 400,1US
ENGL 102,1LA
ENGL 283,1LA
GCL 124,1US
GCL 200,1US
GCL 200,1HP
GCL 210,1HP
GCL 210,1WCC
GCL 220,1HP
GCL 220,1WCC
GEOG 100,1QR2
GWS 250,1SS
GWS 263,1WCC
GWS 382,1US
HIST 247,1HP
HIST 247,1WCC
HIST 263,1WCC
HIST 482,1CLL
LLS 301,1US
LLS 301,1HP
LLS 301,1CLL
MATH 412,1QR2
MDVL 247,1HP
MDVL 247,1WCC
PHIL 106,1SS
PHYS 150,1PS
PHYS 150,1QR2
REL 283,1LA
SOC 122,1SS
SOC 122,1NW
SOC 152,1SS
SOC 152,1NW
SOC 477,1CLL
RLST 106,1HP
RLST 106,1CLL
RLST 110,1HP
RLST 110,1WCC
RLST 110,1NW
RLST 251,1HP
RLST 251,1WCC
ANTH 362,1SS
ANTH 393,1HP
ANTH 393,1WCC
ANTH 393,1NW
BCS 215,1WCC
CWL 312,1LA
CWL 312,1NW
EALC 306,1LA
EALC 306,1NW
FR 210,1LA
GCL 101,1PS
GCL 101,1QR2
GCL 137,1US
GCL 137,1LA
GE 494,1CLL
GE 495,1CLL
HIST 102,1HP
HIST 393,1HP
HIST 393,1WCC
HIST 393,1NW
IB 109,1LS
LIS 202,1SS
PSYC 301,1QR1
RLST 109,1HP
RLST 109,1WCC
RLST 120,1HP
RLST 120,1CLL
RLST 121,1HP
RLST 132,1HP
RLST 132,1NW
RLST 160,1HP
RLST 160,1WCC
RLST 208,1LA
RLST 208,1NW
RLST 223,1LA
RLST 223,1NW
RLST 286,1HP
RLST 286,1NW
RLST 287,1HP
RLST 287,1NW
RLST 393,1HP
RLST 393,1WCC
RLST 393,1NW
RST 330,1SS
RST 330,1WCC
SOC 160,1WCC
SOC 365,1SS
SOC 365,1NW
AFST 266,1NW
ANTH 266,1NW
ART 280,1WCC
ART 280,1LA
ARTH 112,1LA
ASST 218,1LA
ASST 218,1NW
CLCV 225,1HP
CLCV 225,1WCC
FR 209,1LA
GCL 129,1LA
GCL 129,1NW
GCL 201,1US
GCL 201,1HP
GCL 201,1CLL
HIST 254,1WCC
HIST 254,1LA
LA 218,1LA
LA 218,1NW
PHYS 140,1PS
PHYS 140,1QR2
RLST 101,1LA
RLST 104,1HP
RLST 104,1NW
RLST 108,1HP
RLST 108,1WCC
RLST 115,1NW
RLST 214,1HP
RLST 214,1NW
RLST 220,1WCC
RLST 220,1LA
RLST 230,1HP
RLST 231,1HP
RLST 236,1WCC
RLST 258,1US
RLST 258,1SS
RLST 320,1WCC
RLST 320,1LA
AFST 209,1NW
ART 350,1WCC
ART 350,1LA
CWL 225,1NW
EPSY 280,1QR1
FR 240,1NW
GEOG 110,1SS
GLBL 110,1SS
LAST 240,1NW
MATH 348,1QR2
MATH 348,1CLL
MATH 403,1QR2
MATH 417,1QR2
MUS 339,1QR2
RLST 201,1HP
RLST 224,1HP
RLST 224,1NW
RLST 260,1LA
RLST 260,1NW
RLST 270,1HP
RLST 270,1WCC
RLST 270,1NW
SHS 240,1QR2
SOC 267,1SS
SOC 267,1NW
SOC 273,1SS
AFRO 150,1SS
AIS 278,1US
AIS 278,1HP
ANTH 157,1HP
ANTH 225,1SS
ARTH 127,1HP
ARTH 137,1LA
CWL 269,1LA
CWL 282,1WCC
CWL 282,1LA
ENGL 128,1LA
ENGL 147,1SS
ENGL 248,1LA
ESE 126,1LS
EURO 240,1WCC
EURO 240,1LA
GCL 127,1HP
GCL 150,1SS
GEOL 106,1LS
GWS 225,1SS
HIST 278,1US
HIST 278,1HP
IB 106,1LS
MCB 180,1LS
PHYS 499,1CLL
RLST 122,1HP
RLST 122,1NW
RLST 235,1HP
RLST 269,1HP
RLST 269,1WCC
SCAN 240,1WCC
SCAN 240,1LA
ANSC 331,1LS
MATH 444,1QR2
AIS 288,1US
AIS 288,1HP
ANTH 275,1HP
ANTH 275,1WCC
ANTH 275,1NW
ANTH 288,1US
ANTH 288,1HP
ANTH 376,1NW
ART 350,1CLL
GWS 261,1SS
HIST 267,1HP
HIST 267,1WCC
HIST 267,1NW
HIST 288,1US
HIST 288,1HP
MATH 210,1QR2
PS 180,1SS
PS 180,1WCC
PS 180,1NW
PSYC 398,1CLL
PSYC 493,1CLL
RLST 275,1HP
RLST 275,1WCC
RLST 275,1NW
RSOC 110,1SS
SOC 261,1SS
AAS 397,1US
AAS 397,1SS
AIS 140,1US
AIS 140,1HP
ANTH 185,1SS
ANTH 185,1NW
ARTD 211,1LA
HDFS 321,1US
HDFS 321,1SS
MATH 161,1QR1
PS 381,1CLL
RLST 140,1US
RLST 140,1HP
SOCW 397,1US
SOCW 397,1SS
AFRO 372,1CLL
CS 103,1QR1
CS 373,1QR2
ECON 101,1SS
GER 332,1LA
HIST 384,1CLL
INFO 103,1QR1
ITAL 270,1LA
PS 200,1SS
RHET 104,1FC1
RLST 116,1WCC
RLST 283,1LA
SCR 115,1SS
SCR 115,1WCC
SCR 115,1NW
ANTH 359,1US
ENGL 256,1WCC
ENGL 256,1LA
IB 107,1LS
LLS 359,1US
RHET 103,1FC1
ANTH 223,1HP
ANTH 223,1NW
ART 250,1CLL
ART 250,1WCC
ART 250,1LA
CWL 205,1LA
ECE 101,1PS
ECE 101,1QR2
ESL 114,1FC1
GWS 334,1WCC
GWS 334,1LA
HIST 314,1HP
HIST 314,1WCC
LA 220,1HP
LA 220,1NW
PHIL 201,1HP
PORT 334,1WCC
PORT 334,1LA
RHET 243,1CLL
AAS 184,1US
AAS 184,1SS
ANTH 184,1US
ANTH 184,1SS
CS 231,1QR2
CWL 284,1LA
ENGL 284,1LA
FR 195,1HP
GEOG 224,1SS
LLS 227,1US
SOC 124,1US
SOC 124,1SS
SOC 227,1US
IB 331,1LS
AFRO 211,1US
AIS 102,1US
AIS 102,1SS
ANTH 171,1BSC
ANTH 286,1HP
ANTH 286,1NW
ASST 286,1HP
ASST 286,1NW
HIST 225,1HP
HIST 225,1NW
IB 101,1LS
LA 281,1CLL
MACS 211,1US
SHS 171,1BSC
ANSC 232,1LS
ANTH 150,1HP
EALC 101,1NW
HDFS 401,1CLL
HDFS 425,1CLL
IB 102,1LS
KIN 240,1CLL
LA 212,1HP
LA 212,1WCC
PHIL 325,1HP
RLST 213,1HP
RLST 213,1CLL
RLST 213,1NW
CINE 104,1LA
CINE 262,1LA
ECE 497,1CLL
GEOL 101,1PS
IE 470,1CLL
MS 100,1WCC
MS 100,1LA
MS 101,1CLL
MS 166,1SS
MS 202,1SS
MS 264,1HP
MS 264,1WCC
MS 356,1WCC
AE 440,1CLL
AFST 267,1CLL
AFST 267,1NW
ANTH 260,1SS
ANTH 267,1CLL
ANTH 267,1NW
CINE 117,1LA
CINE 261,1LA
CS 413,1QR2
EALC 226,1HP
EALC 226,1NW
ENGL 391,1CLL
ESES 104,1PS
ESES 106,1SS
ESES 106,1WCC
ESES 106,1NW
ESES 117,1PS
ESES 118,1PS
ESES 120,1PS
ESES 126,1LS
ESES 140,1PS
ESES 143,1LS
ESES 210,1SS
GE 400,1CLL
HIST 133,1HP
HIST 133,1WCC
HIST 133,1NW
HIST 226,1HP
HIST 226,1NW
MATH 406,1QR2
MATH 413,1QR2
MATH 415,1QR2
MATH 441,1QR2
MATH 447,1QR2
MATH 484,1QR2
RLST 284,1LA
SAME 133,1HP
SAME 133,1WCC
SAME 133,1NW
ESES 103,1PS
MCB 103,1LS
AE 441,1CLL
AFRO 272,1CLL
ARCH 215,1WCC
ASTR 350,1PS
CSE 429,1CLL
ENGL 272,1CLL
EPSY 252,1US
ESES 208,1PS
ESES 287,1SS
ESES 287,1WCC
FR 179,1WCC
FR 179,1LA
LA 215,1WCC
LING 260,1US
LING 260,1HP
SHS 252,1US
SPED 252,1US
